$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
12.0,1.0,0.0,3.0,22.0,44.0,1.0,2.0,5.0,0.805194805,156.0,1.0,1.0,0.0,0.261904762,0.0,0.0,11.41666667,4.0,1.25,0.0
2.0,2.0,0.0,6.0,9.0,1.0,1.0,5.0,2.0,2.0,33.0,0.0,0.0,0.958333333,1.0,0.0,0.0,15.5,1.0,0.5,0.0
6.0,3.0,0.0,6.0,16.0,5.0,0.0,6.0,5.0,0.7333333329999999,95.0,1.0,0.0,0.880952381,0.5,0.0,0.0,14.33333333,1.0,0.8333,0.0
3.0,2.0,0.0,4.0,7.0,0.0,1.0,3.0,3.0,0.0,29.0,1.0,0.0,0.818181818,0.666666667,0.0,0.0,8.333333332999999,1.0,0.6667,0.0
9.0,3.0,0.0,9.0,34.0,10.0,0.0,9.0,7.0,0.729166667,214.0,1.0,0.0,0.8409090909999999,0.3125,1.0,1.0,22.11111111,6.0,1.4444,0.0
7.0,1.0,0.0,2.0,8.0,0.0,2.0,0.0,1.0,0.5,1082.0,0.0,0.0,0.0,0.666666667,0.0,0.0,153.28571430000005,2.0,0.8571,0.0
18.0,4.0,0.0,13.0,90.0,87.0,1.0,13.0,14.0,0.8492647059999999,778.0,1.0,0.0,0.7820512820000001,0.188888889,4.0,4.0,41.33333333,1.0,0.9444,1.0
8.0,1.0,0.0,8.0,22.0,0.0,5.0,3.0,7.0,0.542857143,141.0,1.0,1.0,0.0,0.34375,0.0,0.0,16.0,5.0,1.625,0.0
3.0,2.0,0.0,5.0,7.0,1.0,1.0,4.0,3.0,0.5,29.0,1.0,0.0,0.818181818,0.666666667,0.0,0.0,8.333333332999999,1.0,0.6667,0.0
28.0,1.0,0.0,31.0,57.0,266.0,29.0,4.0,24.0,0.641975309,602.0,1.0,0.0,0.0,0.197530864,0.0,0.0,20.39285714,16.0,2.25,0.0
3.0,6.0,0.0,6.0,11.0,3.0,4.0,3.0,3.0,2.0,37.0,0.0,0.0,0.96969697,1.0,2.0,3.0,11.33333333,2.0,1.3333,0.0
21.0,3.0,0.0,10.0,82.0,184.0,1.0,9.0,10.0,0.683333333,719.0,1.0,2.0,0.6,0.226190476,1.0,3.0,33.0952381,4.0,1.9048,1.0
8.0,5.0,0.0,9.0,29.0,0.0,1.0,8.0,5.0,0.571428571,179.0,1.0,0.0,0.8235294120000001,0.375,2.0,5.0,21.0,4.0,1.125,0.0
2.0,2.0,0.0,9.0,9.0,1.0,5.0,4.0,2.0,2.0,31.0,0.0,0.0,0.923076923,0.666666667,0.0,0.0,14.5,1.0,0.5,0.0
8.0,1.0,0.0,1.0,14.0,28.0,1.0,0.0,8.0,2.0,274.0,0.0,0.0,0.0,0.45,0.0,0.0,33.25,7.0,2.75,0.0
19.0,1.0,0.0,12.0,103.0,133.0,1.0,12.0,3.0,0.81372549,1720.0,0.882352941,0.0,0.0,0.141414141,0.0,0.0,88.63157895,11.0,2.5263,1.0
1.0,1.0,0.0,5.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
8.0,1.0,0.0,3.0,18.0,10.0,2.0,1.0,8.0,0.535714286,108.0,1.0,0.0,0.0,0.541666667,0.0,0.0,12.0,3.0,1.25,0.0
3.0,3.0,0.0,3.0,14.0,1.0,0.0,3.0,3.0,0.5,82.0,1.0,0.0,0.948717949,0.666666667,1.0,1.0,26.0,1.0,0.6667,0.0
9.0,6.0,0.0,10.0,24.0,36.0,4.0,7.0,8.0,2.0,104.0,0.0,0.0,0.8888888890000001,0.4074074070000001,3.0,8.0,10.55555556,2.0,1.6667,0.0
3.0,1.0,0.0,19.0,3.0,3.0,19.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
10.0,3.0,0.0,11.0,36.0,0.0,0.0,11.0,10.0,0.694444444,236.0,1.0,1.0,0.804347826,0.45,1.0,1.0,22.2,2.0,1.4,0.0
5.0,3.0,0.0,5.0,13.0,4.0,0.0,5.0,5.0,0.75,71.0,1.0,0.0,0.902439024,0.533333333,0.0,0.0,12.6,1.0,0.8,0.0
4.0,1.0,0.0,1.0,10.0,2.0,1.0,0.0,4.0,0.8666666670000001,93.0,1.0,0.0,0.0,0.5,0.0,0.0,21.0,5.0,1.75,0.0
6.0,3.0,0.0,8.0,21.0,1.0,1.0,7.0,5.0,0.8,95.0,0.666666667,2.0,0.882352941,0.6,0.0,0.0,14.33333333,3.0,1.3333,0.0
81.0,3.0,0.0,35.0,213.0,2518.0,7.0,35.0,74.0,0.94,2199.0,0.966666667,10.0,0.318965517,0.1375,3.0,3.0,25.77777778,13.0,1.6543,1.0
1.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
6.0,1.0,0.0,5.0,6.0,15.0,4.0,1.0,6.0,2.0,6.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,1.0,1.0,0.0
3.0,3.0,2.0,6.0,6.0,1.0,5.0,1.0,3.0,0.5,25.0,1.0,0.0,0.882352941,0.833333333,1.0,1.0,7.0,3.0,1.3333,0.0
3.0,5.0,1.0,6.0,14.0,3.0,5.0,2.0,3.0,2.0,52.0,0.0,0.0,0.96875,0.5555555560000001,1.0,1.0,16.33333333,3.0,1.6667,0.0
5.0,3.0,0.0,4.0,17.0,0.0,0.0,4.0,5.0,0.666666667,99.0,1.0,0.0,0.902439024,0.533333333,1.0,1.0,18.2,1.0,0.8,0.0
8.0,3.0,0.0,2.0,39.0,10.0,0.0,2.0,8.0,0.7142857140000001,282.0,1.0,0.0,0.8409090909999999,0.325,1.0,1.0,33.75,4.0,1.25,0.0
4.0,1.0,0.0,4.0,13.0,0.0,1.0,3.0,4.0,0.666666667,60.0,1.0,1.0,0.0,0.75,0.0,0.0,13.25,1.0,0.75,0.0
4.0,4.0,0.0,4.0,13.0,0.0,1.0,3.0,4.0,0.0,87.0,1.0,0.0,0.928571429,0.75,2.0,4.0,20.5,1.0,0.5,0.0
34.0,1.0,1.0,33.0,67.0,437.0,27.0,6.0,21.0,0.752525253,1171.0,1.0,2.0,0.0,0.257575758,0.0,0.0,32.91176471,23.0,2.5,0.0
5.0,2.0,0.0,1.0,20.0,0.0,1.0,0.0,4.0,0.75,106.0,0.333333333,0.0,0.921568627,0.466666667,0.0,0.0,19.6,2.0,1.0,1.0
7.0,4.0,0.0,13.0,25.0,0.0,4.0,9.0,7.0,0.458333333,199.0,1.0,2.0,0.853658537,0.392857143,1.0,3.0,26.85714286,5.0,2.5714,0.0
5.0,1.0,0.0,6.0,13.0,0.0,5.0,1.0,5.0,0.0,69.0,1.0,0.0,0.0,0.533333333,0.0,0.0,12.6,3.0,1.2,0.0
14.0,3.0,0.0,8.0,33.0,65.0,0.0,8.0,14.0,0.91025641,404.0,1.0,1.0,0.74,0.595238095,1.0,2.0,27.0,2.0,1.0,0.0
3.0,1.0,0.0,3.0,19.0,0.0,0.0,3.0,2.0,0.75,104.0,0.5,0.0,0.0,0.666666667,0.0,0.0,33.0,1.0,0.6667,0.0
3.0,5.0,0.0,5.0,14.0,3.0,4.0,2.0,3.0,2.0,52.0,0.0,0.0,0.96875,0.5555555560000001,1.0,1.0,16.33333333,3.0,1.6667,0.0
9.0,1.0,0.0,14.0,38.0,12.0,3.0,12.0,8.0,0.857142857,310.0,0.14285714300000002,1.0,0.0,0.259259259,0.0,0.0,32.66666667,1.0,0.8889,0.0
13.0,1.0,2.0,9.0,20.0,46.0,7.0,2.0,8.0,0.666666667,111.0,1.0,0.0,0.0,0.615384615,0.0,0.0,7.230769231,1.0,0.7692,1.0
15.0,4.0,0.0,11.0,72.0,39.0,1.0,10.0,12.0,0.7142857140000001,683.0,1.0,0.0,0.8478260870000001,0.27777777800000003,0.0,0.0,43.73333333,1.0,0.9333,0.0
22.0,1.0,0.0,19.0,49.0,125.0,16.0,5.0,18.0,0.80952381,382.0,1.0,1.0,0.0,0.309090909,0.0,0.0,16.04545455,8.0,1.7273,0.0
16.0,3.0,0.0,22.0,29.0,0.0,4.0,18.0,16.0,0.0,135.0,1.0,0.0,0.666666667,0.125,1.0,1.0,7.375,1.0,0.9375,0.0
4.0,1.0,0.0,4.0,5.0,6.0,3.0,1.0,4.0,2.0,16.0,0.0,0.0,0.0,0.875,0.0,0.0,3.0,1.0,0.75,0.0
11.0,5.0,0.0,11.0,38.0,1.0,4.0,7.0,11.0,0.84,391.0,0.5,0.0,0.791666667,0.21590909100000005,1.0,4.0,33.63636364,8.0,2.7273,0.0
10.0,1.0,0.0,10.0,47.0,11.0,1.0,9.0,10.0,0.75,329.0,1.0,3.0,0.0,0.2125,0.0,0.0,31.1,6.0,1.5,1.0
6.0,2.0,0.0,1.0,15.0,0.0,1.0,0.0,6.0,0.0,45.0,1.0,0.0,0.642857143,0.444444444,1.0,1.0,6.333333333,1.0,0.8333,0.0
23.0,2.0,52.0,117.0,37.0,179.0,114.0,7.0,17.0,0.818181818,255.0,1.0,4.0,0.290322581,0.246376812,1.0,3.0,9.739130435,4.0,1.1739,0.0
2.0,2.0,0.0,9.0,26.0,1.0,1.0,8.0,2.0,2.0,248.0,0.0,0.0,0.958333333,1.0,1.0,1.0,123.0,1.0,0.5,0.0
6.0,3.0,0.0,5.0,34.0,0.0,0.0,5.0,3.0,0.8666666670000001,237.0,1.0,0.0,0.880952381,0.444444444,0.0,0.0,38.0,1.0,0.8333,0.0
4.0,2.0,0.0,10.0,26.0,6.0,1.0,9.0,2.0,1.0,195.0,0.0,0.0,0.884615385,0.5,0.0,0.0,47.5,10.0,3.0,0.0
3.0,2.0,0.0,1.0,18.0,0.0,0.0,1.0,1.0,1.242424242,274.0,1.0,0.0,0.8888888890000001,0.5,1.0,3.0,79.33333333,12.0,5.6667,0.0
2.0,2.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,2.0,20.0,0.0,0.0,0.875,0.75,1.0,1.0,9.0,1.0,0.5,0.0
7.0,5.0,0.0,9.0,28.0,0.0,4.0,5.0,7.0,0.708333333,215.0,0.5,0.0,0.8636363640000001,0.342857143,1.0,4.0,29.14285714,9.0,2.8571,0.0
16.0,1.0,3.0,15.0,56.0,86.0,4.0,12.0,6.0,0.8,375.0,1.0,2.0,0.0,0.226666667,0.0,0.0,22.25,14.0,2.0625,0.0
7.0,1.0,0.0,20.0,8.0,3.0,20.0,0.0,7.0,0.666666667,43.0,1.0,0.0,0.0,0.7142857140000001,0.0,0.0,4.714285714,1.0,0.8571,0.0
24.0,1.0,0.0,25.0,78.0,218.0,16.0,21.0,17.0,0.914782609,1203.0,0.36,0.0,0.0,0.322981366,0.0,0.0,48.08333333,17.0,1.9167,0.0
3.0,2.0,0.0,8.0,20.0,3.0,1.0,7.0,2.0,1.0,151.0,0.0,0.0,0.92,0.5,0.0,0.0,48.33333333,1.0,0.6667,0.0
3.0,4.0,2.0,30.0,8.0,3.0,26.0,4.0,2.0,2.0,27.0,0.0,0.0,0.988636364,0.666666667,3.0,4.0,8.0,2.0,0.6667,0.0
3.0,2.0,0.0,3.0,8.0,0.0,2.0,1.0,3.0,0.0,32.0,1.0,0.0,0.75,0.5555555560000001,0.0,0.0,9.333333332999999,1.0,0.6667,0.0
3.0,2.0,0.0,4.0,7.0,0.0,1.0,3.0,3.0,0.0,33.0,1.0,0.0,0.818181818,0.666666667,0.0,0.0,9.666666667000001,1.0,0.6667,0.0
4.0,5.0,0.0,5.0,15.0,0.0,4.0,2.0,4.0,0.333333333,83.0,1.0,0.0,0.953846154,0.4375,1.0,1.0,19.5,5.0,2.0,0.0
8.0,2.0,0.0,4.0,25.0,14.0,1.0,3.0,4.0,0.571428571,163.0,1.0,1.0,0.4166666670000001,0.3,1.0,1.0,18.875,2.0,1.0,0.0
4.0,2.0,0.0,6.0,12.0,6.0,1.0,5.0,3.0,2.0,71.0,0.0,0.0,0.625,0.5,0.0,0.0,16.75,1.0,0.75,0.0
7.0,1.0,0.0,6.0,8.0,0.0,6.0,0.0,7.0,0.0,89.0,1.0,0.0,0.0,0.428571429,1.0,1.0,11.57142857,4.0,1.0,0.0
7.0,1.0,0.0,9.0,7.0,21.0,8.0,1.0,7.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
8.0,3.0,2.0,5.0,21.0,18.0,2.0,3.0,4.0,0.7142857140000001,145.0,1.0,0.0,0.8409090909999999,0.4375,1.0,1.0,16.875,1.0,0.875,0.0
11.0,3.0,0.0,14.0,40.0,17.0,5.0,9.0,10.0,0.7,286.0,1.0,2.0,0.75,0.287878788,1.0,1.0,24.54545455,3.0,1.9091,0.0
4.0,4.0,5.0,9.0,5.0,0.0,5.0,4.0,3.0,0.333333333,18.0,1.0,1.0,0.921052632,0.4375,0.0,0.0,3.25,1.0,0.75,0.0
6.0,1.0,0.0,2.0,11.0,3.0,1.0,1.0,3.0,0.6,54.0,1.0,0.0,0.0,0.666666667,0.0,0.0,7.666666667,1.0,0.8333,0.0
2.0,4.0,0.0,5.0,14.0,1.0,0.0,5.0,1.0,2.0,66.0,0.0,0.0,0.980392157,1.0,1.0,2.0,32.0,4.0,2.0,0.0
3.0,1.0,0.0,3.0,12.0,3.0,3.0,0.0,3.0,2.0,90.0,0.0,0.0,0.0,0.333333333,1.0,1.0,29.0,8.0,5.0,0.0
3.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,2.0,20.0,0.0,0.0,0.0,0.5,0.0,0.0,5.666666667,2.0,1.0,0.0
32.0,2.0,0.0,4.0,40.0,330.0,2.0,2.0,2.0,0.781056966,2014.0,0.787234043,1.0,0.225,0.20625,1.0,1.0,60.46875,26.0,4.0938,0.0
29.0,1.0,0.0,28.0,120.0,396.0,25.0,6.0,25.0,0.928571429,1348.0,0.8,0.0,0.0,0.278571429,0.0,0.0,45.31034483,29.0,2.6207,1.0
48.0,4.0,0.0,25.0,108.0,964.0,7.0,20.0,44.0,0.946301925,816.0,0.952380952,4.0,0.624,0.15416666699999998,3.0,3.0,15.5625,7.0,1.375,0.0
3.0,2.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,67.0,1.0,1.0,0.7142857140000001,0.666666667,1.0,1.0,20.33333333,1.0,0.6667,0.0
40.0,3.0,1.0,17.0,99.0,664.0,2.0,15.0,31.0,0.918192918,855.0,0.952380952,2.0,0.486842105,0.194444444,0.0,0.0,19.85,8.0,1.6,1.0
1.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
3.0,1.0,0.0,7.0,14.0,3.0,1.0,6.0,1.0,2.0,88.0,0.0,0.0,0.0,0.444444444,0.0,0.0,28.33333333,1.0,0.6667,0.0
5.0,1.0,0.0,2.0,7.0,4.0,2.0,0.0,0.0,0.5,39.0,1.0,0.0,0.0,0.7,0.0,0.0,6.2,1.0,0.6,0.0
15.0,1.0,0.0,12.0,69.0,39.0,0.0,12.0,12.0,0.932539683,614.0,1.0,1.0,0.0,0.342857143,0.0,0.0,38.73333333,10.0,2.7333,1.0
2.0,3.0,0.0,3.0,8.0,1.0,0.0,3.0,2.0,2.0,28.0,0.0,0.0,0.967741935,0.75,0.0,0.0,13.0,2.0,1.0,0.0
5.0,1.0,0.0,69.0,10.0,8.0,69.0,0.0,3.0,0.3125,69.0,0.75,1.0,0.0,0.583333333,0.0,0.0,12.0,3.0,0.6,0.0
2.0,2.0,0.0,6.0,14.0,1.0,1.0,5.0,2.0,2.0,44.0,0.0,0.0,0.958333333,1.0,0.0,0.0,21.0,1.0,0.5,0.0
4.0,1.0,0.0,2.0,7.0,6.0,1.0,1.0,4.0,2.0,20.0,0.0,0.0,0.0,0.875,0.0,0.0,4.0,1.0,0.75,0.0
1.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
5.0,1.0,1.0,3.0,15.0,0.0,2.0,1.0,4.0,0.5,137.0,1.0,0.0,0.0,0.9,0.0,0.0,25.2,4.0,1.8,0.0
4.0,1.0,0.0,4.0,5.0,0.0,3.0,1.0,4.0,0.333333333,24.0,1.0,0.0,0.0,0.875,0.0,0.0,4.75,1.0,0.75,0.0
24.0,1.0,0.0,31.0,85.0,218.0,12.0,20.0,18.0,0.7768115940000001,708.0,0.933333333,6.0,0.0,0.138339921,0.0,0.0,27.875,7.0,1.75,1.0
41.0,3.0,2.0,52.0,102.0,560.0,26.0,26.0,38.0,0.796428571,698.0,1.0,1.0,0.434782609,0.076352068,1.0,3.0,15.85365854,5.0,1.6585,0.0
15.0,1.0,1.0,6.0,29.0,87.0,2.0,4.0,12.0,0.946428571,190.0,1.0,3.0,0.0,0.223214286,0.0,0.0,10.86666667,4.0,1.0667,0.0
11.0,3.0,0.0,14.0,37.0,19.0,1.0,13.0,9.0,0.75,317.0,1.0,1.0,0.787234043,0.327272727,1.0,1.0,27.27272727,21.0,3.0,0.0
11.0,1.0,0.0,15.0,26.0,31.0,14.0,2.0,7.0,0.892307692,361.0,0.615384615,1.0,0.0,0.3,0.0,0.0,30.63636364,5.0,2.1818,0.0
4.0,4.0,0.0,3.0,7.0,0.0,1.0,2.0,4.0,0.0,130.0,1.0,0.0,0.928571429,0.75,2.0,4.0,31.0,1.0,0.5,0.0
5.0,1.0,0.0,1.0,19.0,0.0,1.0,0.0,3.0,0.5,108.0,1.0,0.0,0.0,0.533333333,0.0,0.0,20.2,3.0,1.4,0.0
7.0,3.0,0.0,7.0,36.0,0.0,0.0,7.0,7.0,0.666666667,261.0,1.0,0.0,0.860465116,0.342857143,2.0,2.0,35.57142857,1.0,0.8571,0.0
2.0,5.0,0.0,1.0,7.0,0.0,1.0,0.0,2.0,0.0,20.0,1.0,0.0,0.928571429,0.75,0.0,0.0,8.5,1.0,0.5,1.0
5.0,4.0,0.0,11.0,46.0,10.0,0.0,11.0,1.0,2.0,587.0,0.0,0.0,0.952380952,0.6,4.0,6.0,116.4,18.0,5.8,0.0
7.0,1.0,0.0,1.0,11.0,7.0,1.0,0.0,7.0,0.333333333,98.0,0.0,0.0,0.0,0.7142857140000001,0.0,0.0,12.57142857,7.0,1.4286,0.0
3.0,1.0,0.0,5.0,19.0,1.0,0.0,5.0,2.0,0.5,89.0,1.0,0.0,0.0,0.5,0.0,0.0,28.33333333,1.0,0.3333,0.0
6.0,3.0,0.0,5.0,14.0,1.0,0.0,5.0,6.0,0.7,75.0,1.0,0.0,0.880952381,0.5555555560000001,0.0,0.0,10.83333333,1.0,0.8333,0.0
6.0,3.0,5.0,15.0,8.0,3.0,12.0,3.0,6.0,0.4,39.0,1.0,0.0,0.857142857,0.5,0.0,0.0,5.333333333,3.0,1.3333,0.0
3.0,5.0,1.0,6.0,14.0,3.0,5.0,2.0,3.0,2.0,52.0,0.0,0.0,0.96875,0.5555555560000001,1.0,1.0,16.33333333,3.0,1.6667,0.0
21.0,3.0,0.0,8.0,73.0,74.0,0.0,8.0,17.0,0.8863636359999999,669.0,0.727272727,2.0,0.649122807,0.232142857,1.0,1.0,30.33333333,3.0,1.0476,1.0
9.0,1.0,0.0,4.0,18.0,14.0,3.0,1.0,4.0,0.65625,88.0,1.0,0.0,0.0,0.518518519,0.0,0.0,8.333333332999999,1.0,0.8889,0.0
26.0,3.0,1.0,9.0,54.0,225.0,1.0,8.0,20.0,0.872727273,539.0,1.0,2.0,0.606557377,0.24,0.0,0.0,19.30769231,7.0,1.1923,0.0
4.0,3.0,0.0,5.0,16.0,0.0,0.0,5.0,4.0,0.333333333,95.0,1.0,0.0,0.914285714,0.75,0.0,0.0,22.25,1.0,0.75,0.0
21.0,1.0,0.0,2.0,35.0,38.0,2.0,0.0,17.0,0.6318181820000001,617.0,0.818181818,0.0,0.0,0.293650794,0.0,0.0,27.85714286,3.0,0.8571,0.0
1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2064.0,0.0,0.0,0.0,0.0,0.0,0.0,2052.0,0.0,0.0,0.0
10.0,2.0,13.0,22.0,24.0,19.0,18.0,4.0,5.0,0.666666667,146.0,1.0,1.0,0.5,0.266666667,0.0,0.0,13.3,3.0,1.2,0.0
9.0,3.0,1.0,11.0,53.0,16.0,1.0,10.0,7.0,0.75,457.0,1.0,0.0,0.8222222220000001,0.271604938,2.0,2.0,49.22222222,5.0,1.3333,1.0
2.0,1.0,0.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
11.0,1.0,0.0,3.0,26.0,53.0,3.0,0.0,9.0,0.9,725.0,1.0,1.0,0.0,0.26,0.0,0.0,64.81818182,47.0,8.4545,0.0
2.0,1.0,0.0,5.0,30.0,0.0,0.0,5.0,0.0,0.0,186.0,1.0,2.0,0.0,0.6,0.0,0.0,90.5,10.0,5.0,0.0
23.0,2.0,0.0,5.0,68.0,181.0,2.0,3.0,17.0,0.806818182,462.0,0.875,0.0,0.5476190479999999,0.140909091,0.0,0.0,18.73913043,5.0,1.4783,0.0
8.0,3.0,0.0,9.0,31.0,0.0,4.0,5.0,6.0,0.428571429,181.0,1.0,0.0,0.833333333,0.3125,1.0,1.0,21.375,5.0,2.0,0.0
30.0,3.0,0.0,12.0,77.0,365.0,2.0,10.0,22.0,0.896551724,717.0,1.0,3.0,0.578125,0.204166667,0.0,0.0,22.56666667,7.0,1.4667,0.0
14.0,1.0,0.0,5.0,14.0,91.0,5.0,0.0,14.0,2.0,14.0,0.0,0.0,0.0,0.271428571,0.0,0.0,0.0,1.0,1.0,0.0
22.0,4.0,0.0,9.0,92.0,129.0,2.0,9.0,16.0,0.84981685,837.0,1.0,3.0,0.787878788,0.309090909,2.0,2.0,36.45454545,5.0,1.2273,1.0
8.0,1.0,0.0,1.0,40.0,18.0,1.0,0.0,7.0,0.666666667,464.0,1.0,0.0,0.0,0.346938776,0.0,0.0,56.625,11.0,3.875,0.0
4.0,1.0,1.0,5.0,11.0,6.0,2.0,3.0,3.0,2.0,62.0,0.0,0.0,0.0,0.5,0.0,0.0,14.5,1.0,0.75,0.0
6.0,3.0,0.0,8.0,19.0,0.0,0.0,8.0,6.0,0.533333333,88.0,1.0,0.0,0.880952381,0.833333333,0.0,0.0,13.16666667,1.0,0.8333,1.0
13.0,1.0,0.0,14.0,23.0,68.0,12.0,2.0,12.0,0.697916667,308.0,1.0,0.0,0.0,0.708333333,0.0,0.0,22.07692308,36.0,3.4615,0.0
2.0,3.0,0.0,3.0,7.0,1.0,1.0,3.0,2.0,2.0,23.0,0.0,0.0,0.96969697,1.0,0.0,0.0,10.5,1.0,0.5,0.0
3.0,2.0,0.0,7.0,19.0,3.0,1.0,6.0,2.0,1.0,93.0,0.0,0.0,0.8666666670000001,0.5,0.0,0.0,29.66666667,1.0,0.6667,0.0
5.0,1.0,1.0,5.0,7.0,6.0,5.0,0.0,5.0,0.75,32.0,1.0,0.0,0.0,0.7,0.0,0.0,5.0,1.0,0.8,0.0
7.0,1.0,0.0,3.0,22.0,0.0,3.0,1.0,6.0,0.5555555560000001,111.0,1.0,0.0,0.0,0.476190476,0.0,0.0,14.42857143,4.0,1.4286,0.0
2.0,4.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,2.0,10.0,0.0,0.0,0.985507246,0.75,1.0,1.0,4.0,1.0,0.5,0.0
16.0,3.0,0.0,13.0,48.0,58.0,1.0,13.0,12.0,0.786666667,480.0,1.0,2.0,0.711538462,0.25,2.0,2.0,28.375,4.0,1.4375,0.0
10.0,3.0,0.0,9.0,33.0,3.0,0.0,9.0,8.0,0.7222222220000001,145.0,1.0,1.0,0.804347826,0.4,2.0,4.0,13.1,2.0,1.3,0.0
7.0,2.0,2.0,9.0,15.0,1.0,8.0,1.0,4.0,0.583333333,92.0,1.0,1.0,0.454545455,0.464285714,1.0,1.0,11.57142857,1.0,0.8571,0.0
2.0,2.0,0.0,9.0,20.0,1.0,1.0,8.0,2.0,2.0,132.0,0.0,0.0,0.958333333,1.0,1.0,1.0,65.0,1.0,0.5,0.0
0.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,1.0,0.0,2.0,8.0,0.0,2.0,0.0,7.0,0.0,147.0,1.0,0.0,0.0,0.342857143,1.0,1.0,19.85714286,4.0,1.0,0.0
4.0,1.0,0.0,6.0,4.0,6.0,3.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,13.0,1.0,0.0,13.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4.0,2.0,0.0,4.0,12.0,0.0,1.0,3.0,4.0,0.333333333,70.0,1.0,0.0,0.75,0.5,0.0,0.0,16.0,1.0,0.75,0.0
3.0,1.0,0.0,3.0,19.0,0.0,0.0,3.0,2.0,0.75,104.0,0.5,0.0,0.0,0.666666667,0.0,0.0,33.0,1.0,0.6667,0.0
3.0,5.0,0.0,6.0,14.0,3.0,5.0,2.0,3.0,2.0,52.0,0.0,0.0,0.96875,0.5555555560000001,1.0,1.0,16.33333333,3.0,1.6667,0.0
10.0,1.0,0.0,15.0,39.0,19.0,4.0,12.0,8.0,0.8888888890000001,344.0,0.25,1.0,0.0,0.228571429,0.0,0.0,32.6,3.0,1.1,0.0
24.0,3.0,0.0,17.0,118.0,72.0,2.0,15.0,17.0,0.851449275,1066.0,0.916666667,1.0,0.6166666670000001,0.185185185,3.0,4.0,42.91666667,6.0,1.7083,1.0
12.0,1.0,0.0,3.0,22.0,44.0,1.0,2.0,5.0,0.805194805,156.0,1.0,1.0,0.0,0.261904762,0.0,0.0,11.41666667,4.0,1.25,0.0
19.0,3.0,0.0,10.0,61.0,135.0,0.0,10.0,16.0,0.8888888890000001,504.0,1.0,0.0,0.672727273,0.378947368,1.0,1.0,24.78947368,13.0,1.9474,0.0
2.0,3.0,0.0,3.0,7.0,1.0,1.0,3.0,2.0,2.0,23.0,0.0,0.0,0.96969697,1.0,0.0,0.0,10.5,1.0,0.5,0.0
3.0,2.0,0.0,4.0,6.0,0.0,1.0,3.0,3.0,0.0,30.0,1.0,0.0,0.818181818,0.666666667,0.0,0.0,8.666666667000001,2.0,1.0,0.0
23.0,4.0,2.0,22.0,77.0,149.0,2.0,20.0,16.0,0.826704545,1164.0,1.0,4.0,0.7777777779999999,0.14285714300000002,3.0,7.0,48.91304348,19.0,2.3043,0.0
12.0,3.0,0.0,11.0,38.0,2.0,2.0,10.0,8.0,0.409090909,224.0,1.0,0.0,0.731707317,0.197916667,2.0,3.0,17.5,4.0,1.8333,1.0
7.0,1.0,0.0,2.0,8.0,0.0,2.0,0.0,1.0,0.5,1082.0,0.0,0.0,0.0,0.666666667,0.0,0.0,153.28571430000005,2.0,0.8571,0.0
20.0,4.0,0.0,13.0,97.0,116.0,1.0,13.0,16.0,0.8684210529999999,895.0,1.0,0.0,0.7625,0.19,4.0,4.0,42.85,1.0,0.95,1.0
9.0,1.0,0.0,8.0,23.0,0.0,5.0,3.0,8.0,0.5,148.0,1.0,1.0,0.0,0.288888889,0.0,0.0,14.88888889,4.0,1.3333,0.0
